"","age","fold","pitch"
"1",12,15.0208999682169,283.170122480897
"2",2,22.8635931727488,272.051216109466
"3",35,43.8024376499257,271.466320363471
"4",53,27.2874962445898,259.243057158115
"5",36,29.7081159151558,266.375934291529
"6",39,33.0314016612717,267.685041437791
"7",43,33.5119918973966,258.940796349884
"8",30,30.689249091407,280.831557867272
"9",71,43.47966968334,279.044164551434
"10",71,36.0656833117731,266.383563064568
"11",43,40.8089828556082,267.434374368404
"12",20,37.6282379268882,277.710413917083
"13",74,43.5639032508805,268.019518959757
"14",16,40.2424592835893,272.936178552015
"15",37,35.8012501680544,287.63806927997
"16",30,54.3021155988153,271.870632761483
"17",54,23.3580572907672,251.632808719226
"18",48,35.4653403679562,261.955298357259
"19",53,42.8143218757595,260.300567165595
"20",7,26.6087509268083,273.18419935478
"21",65,39.9690325954453,274.179192840437
"22",49,50.5233263479226,291.048533877486
"23",57,29.0368857825032,249.885728263737
"24",45,19.271706701588,271.412313178099
"25",23,41.8506896324774,268.116323569391
"26",15,46.1101469577152,264.504160403927
"27",65,47.1064220789095,268.848304122974
"28",74,49.6879539848892,263.975739668722
"29",78,27.969827845536,260.019435921872
"30",36,44.191750114403,267.680044662698
"31",63,22.5865272190784,266.617272142613
"32",62,28.2967648534518,261.638333600374
"33",60,16.6056874733607,251.57086447503
"34",54,46.7372881302884,269.462863423405
"35",8,24.4500273649682,275.40388432064
"36",39,46.0440761807077,290.154162926904
"37",52,42.2595173341737,270.525536008066
"38",66,25.6802946574225,258.297252856036
"39",57,11.7838622520577,268.202497840215
"40",61,25.5263290795152,264.823992824438
"41",40,46.0544114981669,272.854646929273
"42",15,43.3677166820596,274.920595211475
"43",20,37.5990603519002,267.224883494446
"44",23,32.8448436148738,276.611892988911
"45",13,38.0267540935752,271.177665689396
"46",54,25.071599824363,263.100689927049
"47",78,50.5008285574505,261.525279910884
"48",50,40.6382268112262,263.732373109564
"49",22,40.377282450614,271.018730923764
"50",16,43.9494987363247,264.972746368997
"51",60,40.2233494062099,259.794018158548
"52",79,19.0933702293927,243.842729187991
"53",21,11.1064180337757,269.066412633874
"54",12,28.5792689777801,260.333824752623
"55",58,42.8215926139958,275.855289436539
"56",68,28.9863886985923,250.780585899467
"57",14,54.064398253249,279.6805819322
"58",74,19.0185813969763,247.621991347585
"59",52,40.7479087963642,269.365432411398
"60",25,26.836721166483,269.18241169639
"61",47,16.6431775097711,261.577703068432
"62",28,42.6992463352195,274.491154604491
"63",36,33.6313818702409,281.925943296474
"64",69,7.29302407529252,234.268597177835
"65",32,19.3150772788617,258.060494838945
"66",49,32.046773640779,261.985217417661
"67",40,31.77086177176,271.903845652203
"68",22,41.9165068374272,281.67641687445
"69",40,27.3987079435757,268.072634255248
"70",44,30.6217574661608,258.380248838935
"71",44,21.7719043710021,282.325079813258
"72",47,23.5351761357977,259.01930295479
"73",49,26.3799022074128,277.631617221236
"74",45,28.8337774872224,265.801828471776
"75",8,29.0399996801133,277.082277604386
"76",65,20.9242770092293,248.073455604581
"77",45,23.6494124985537,262.908295196513
"78",34,31.5836474483472,256.73644448357
"79",55,34.4671264766848,267.062099747234
"80",9,26.137628286319,272.057162727272
"81",32,28.8652375228107,270.942640716334
"82",59,21.8345164427119,264.949448015794
"83",38,24.6362188827282,265.887777608792
"84",35,40.460218052228,257.807882968833
"85",19,29.6327335107648,281.083895528627
"86",50,49.9899178387601,287.214061965058
"87",47,49.5404098625097,268.028460470133
"88",35,22.7184556302755,269.344130696923
"89",31,16.9278054978321,266.975781427563
"90",50,52.6796213074987,271.121971571992
"91",53,43.8186908332218,251.422343957808
"92",34,37.6859184153149,268.865532065596
"93",40,20.9202892192628,261.036544386285
"94",57,28.5331138572004,263.355469166046
"95",58,52.1271726502994,270.701526734876
"96",15,33.6851771811606,280.048779640499
"97",12,32.5806857113434,271.942659808058
"98",62,45.8978272317174,259.220713458234
"99",22,24.8481325075971,269.272680652609
"100",55,42.125978230189,281.35420446933
"101",24,39.2613294241263,276.270769969309
"102",47,32.3831902389752,268.80607874126
"103",3,29.8757250530649,278.603063685746
"104",71,26.6618617917754,258.603756337195
"105",71,38.9453388737442,262.989266852162
"106",39,34.8024152650017,264.157001656874
"107",70,36.3362158249828,269.024897131894
"108",45,32.4846390746828,270.041382760518
"109",18,35.5122914816061,269.21064734472
"110",70,33.2296683477184,254.923192142512
"111",64,11.8482581436463,249.363674453066
"112",53,28.6135333344391,266.301259780092
"113",34,34.6427136367071,280.273295853661
"114",33,42.7872678136676,269.19634807964
"115",70,32.3613914501158,265.645855365338
"116",22,19.8537256682692,272.99710219212
"117",48,39.765876828707,271.532687519642
"118",59,32.7053606930817,257.084235509608
"119",45,26.2020242227925,272.837603763059
"120",51,42.5149599827735,259.63912659279
"121",24,23.7492012684381,262.012405848462
"122",80,50.3052860037785,266.98946043878
"123",81,53.6717925640033,275.513343560531
"124",53,26.3933859926442,248.514123818138
"125",44,18.8660515337116,248.750909626659
"126",39,34.9182368869751,273.989075837611
"127",80,17.5320697027062,255.508188487072
"128",69,30.7342679471968,258.159141716563
"129",35,39.8530561543995,267.369724738486
"130",47,42.3714182015273,272.57770828704
"131",5,41.6596540413826,293.144955770625
"132",60,42.3927691486545,265.900114471184
"133",44,24.8303472779175,274.47372120611
"134",58,30.2030589351006,268.276821905787
"135",38,44.7184224378392,271.87858250052
"136",58,32.8557519678636,264.699208817546
"137",4,39.729181595931,281.803655047056
"138",7,19.4692991044637,274.056945503474
"139",62,21.4537376535151,272.197842600879
"140",30,17.7901742699625,264.549809023213
"141",48,57.6997256444881,266.971589058522
"142",42,25.2968639317786,263.928626897494
"143",27,46.3302642683969,276.422316385062
"144",47,46.5481222711669,272.826032249871
"145",66,31.9232122691913,254.120901008547
"146",20,43.2570848098336,286.850919147314
"147",29,41.7519506290836,277.203193588439
"148",17,25.3027541686402,274.454419193794
"149",55,35.1152709107344,253.878559239941
"150",11,29.9465693896428,285.997808268405
"151",54,45.5586463025442,264.991962016353
"152",52,26.1571224568773,250.897842407796
"153",16,36.2699628256591,291.627606092723
"154",48,39.5388417171058,277.69262312143
"155",51,28.5819397848304,268.800426014436
"156",51,21.7394429972,258.943960243666
"157",14,39.0865464338428,285.555682687771
"158",34,35.0995834251803,267.40720787844
"159",43,43.3308240087768,281.873681559135
"160",37,41.1981526677924,276.832422348269
"161",19,21.08562226828,262.498993047395
"162",43,40.251494866125,268.179412282368
"163",64,35.86235096874,262.733209939783
"164",26,45.4901582051826,271.192748753785
"165",0,18.6493765979092,268.196047076791
"166",39,28.1600941748749,284.197078423305
"167",19,28.3149573342715,267.058809397519
"168",20,27.9112283730808,268.297606166408
"169",73,34.67019575985,269.755826766589
"170",45,25.8478238230028,261.788291282657
"171",41,24.8800391934275,266.956747363537
"172",45,26.6805212990759,251.176461070828
"173",22,38.3788191258491,275.391309548357
"174",25,22.3668856315692,264.652752680394
"175",55,34.9026947052538,271.23504296489
"176",55,41.3009631424244,257.672195868518
"177",19,36.213302761309,276.584506442761
"178",35,35.8601858152571,288.347568773691
"179",57,28.5595932046659,279.173178597715
"180",23,25.7064841467214,283.976964337239
"181",8,30.3664287882371,273.971432842143
"182",40,28.0359476735366,252.498314389733
"183",9,37.7422762479355,282.064020084248
"184",57,23.9328827543366,259.767033567774
"185",18,32.1771576974164,264.440010025442
"186",61,18.6366006438953,242.430909245457
"187",52,43.1921809190472,257.994682174696
"188",57,23.0318397237313,267.310534302327
"189",35,41.9913589268547,267.217754283844
"190",42,40.7334992910359,267.983005159272
"191",15,36.2995614818106,288.927074614542
"192",14,35.5670518288714,293.8108181818
"193",17,40.0731231230613,272.807392880691
"194",27,29.3830139372406,273.898575033312
"195",41,42.5502128783787,281.733734372596
"196",18,34.9826957752784,289.549667519316
"197",64,41.7272107523477,259.568510080472
"198",53,15.0711168501233,234.492260124027
"199",57,38.7024304161051,277.870663615677
"200",27,40.3540087502351,263.186948676649
"201",67,40.2012632989177,261.373593530359
"202",45,41.8118417922597,288.595087224494
"203",40,21.0222600511367,261.301545883027
"204",37,28.6651008509836,266.258534106819
"205",14,27.6637609014167,272.727936022361
"206",77,30.1400488167337,254.078735152157
"207",30,46.6182284434257,263.914508940404
"208",49,36.3335487789414,255.762517221049
"209",34,19.7186908788971,270.45192687178
"210",13,48.6440074032292,285.389068110101
"211",82,18.3221738388587,243.101292432835
"212",36,36.8856474299089,268.138817390358
"213",16,35.080847556949,285.899652859203
"214",26,15.2673682909255,274.328839303389
"215",48,36.245224968862,261.423562110955
"216",44,26.6982257393597,259.176967674555
"217",23,34.9126863460443,262.633603354066
"218",44,27.0255911458645,253.448734421162
"219",46,13.853655010514,263.038188594386
"220",30,44.4627581155417,282.91859823151
"221",61,50.3211455209581,272.475856556883
"222",31,24.350478454649,261.821863389073
"223",26,41.4164968230231,266.848434677195
"224",25,54.0130034395536,283.166763703762
"225",57,29.5608818745207,274.873382315843
"226",35,21.29761491882,264.467109911531
"227",53,47.3527027178897,273.097374519377
"228",39,45.6091141874447,279.725288499066
"229",33,13.620709978436,255.243263986426
"230",47,27.1014858807183,254.44464310424
"231",58,15.169585471477,259.393923369554
"232",26,35.0477843684183,287.046629535076
"233",40,34.1767242127744,267.985694885755
"234",38,39.7058242116253,264.275280680318
"235",79,47.4564346932468,256.894454643509
"236",26,50.4766992699415,278.707999334033
"237",11,17.8501799423958,273.867211885717
"238",30,20.6968670538143,266.808914924339
"239",75,21.1462596934561,257.591100244971
"240",60,38.3399989163956,260.539870181057
"241",60,34.393843069115,270.26506178591
"242",31,31.475246040585,266.462377219955
"243",46,30.4688923132489,275.886765637261
"244",52,34.4268428458739,257.437240461862
"245",23,22.0622322489559,259.707685044376
"246",18,44.2130362517517,267.020695538072
"247",24,43.2256289927563,280.555277308931
"248",4,34.1430354622567,282.721085104607
"249",19,40.0677880833634,271.427961404978
"250",28,50.3782267009562,267.854203790184
"251",18,14.5680673408474,259.379430668767
"252",59,43.7662946687905,262.36135307978
"253",81,19.333212932489,267.103147837009
"254",65,36.9955195313858,263.262743792429
"255",17,27.8724896913679,276.647825092627
"256",70,31.1667081688212,261.506841415174
